Student.id,GPA,Achievement,Organization,Recommendation,Work.experience,Status
000145,3.53,1,FALSE,FALSE,FALSE,n
000146,3.78,5,TRUE,TRUE,TRUE,y
000147,3.91,3,TRUE,TRUE,FALSE,y
000148,3.32,1,FALSE,FALSE,TRUE,n
000149,3.57,0,TRUE,FALSE,FALSE,n
000150,3.53,1,TRUE,FALSE,TRUE,n
000151,3.63,1,TRUE,FALSE,FALSE,n
000152,3.71,5,FALSE,TRUE,TRUE,y
000153,3.53,0,TRUE,TRUE,FALSE,n
000154,3.64,1,TRUE,TRUE,TRUE,n
000155,3.8,5,FALSE,FALSE,TRUE,y
000156,3.54,1,TRUE,FALSE,TRUE,n
000157,3.7,2,TRUE,TRUE,FALSE,y
000158,3.98,1,FALSE,TRUE,TRUE,y
000159,3.56,0,FALSE,FALSE,TRUE,n
000160,3.81,5,TRUE,FALSE,TRUE,y
000161,3.85,2,FALSE,TRUE,TRUE,y
000162,3.57,0,FALSE,TRUE,FALSE,n
000163,3.61,1,TRUE,FALSE,TRUE,n
000164,3.48,1,FALSE,TRUE,TRUE,n
000165,3.95,1,FALSE,TRUE,FALSE,y
000166,3.43,1,FALSE,FALSE,TRUE,n
000167,3.45,1,TRUE,FALSE,TRUE,n
000168,3.37,0,TRUE,FALSE,FALSE,n
000169,3.93,4,FALSE,TRUE,FALSE,y
000170,3.7,2,TRUE,TRUE,FALSE,y
000171,3.4,1,TRUE,FALSE,TRUE,n
000172,3.62,0,FALSE,FALSE,FALSE,n
000173,3.5,1,FALSE,TRUE,FALSE,n
000174,3.61,0,FALSE,FALSE,FALSE,n
000175,3.51,1,FALSE,FALSE,TRUE,n
000176,3.88,1,FALSE,TRUE,FALSE,y
000177,3.64,0,FALSE,FALSE,FALSE,n
000178,3.5,0,TRUE,FALSE,FALSE,n
000179,3.9,1,FALSE,TRUE,TRUE,y
000180,3.42,0,FALSE,FALSE,TRUE,n
000181,3.88,4,TRUE,TRUE,FALSE,y
000182,3.99,5,TRUE,TRUE,TRUE,y
000183,3.61,0,TRUE,FALSE,TRUE,n
000184,3.89,3,FALSE,TRUE,TRUE,y
000185,3.74,2,FALSE,TRUE,FALSE,y
000186,3.41,0,FALSE,TRUE,TRUE,n
000187,3.99,2,TRUE,TRUE,TRUE,y
000188,3.83,4,TRUE,TRUE,TRUE,y
000189,3.97,2,FALSE,TRUE,TRUE,y
000190,3.48,0,FALSE,FALSE,TRUE,n
000191,3.45,1,FALSE,TRUE,TRUE,n
000192,3.54,0,TRUE,FALSE,FALSE,n
000193,3.66,2,FALSE,TRUE,TRUE,y
000194,3.37,1,TRUE,FALSE,TRUE,n
000195,3.92,3,TRUE,TRUE,TRUE,y
000196,3.53,0,TRUE,FALSE,FALSE,n
000197,3.39,0,TRUE,TRUE,TRUE,n
000198,3.44,1,FALSE,TRUE,TRUE,n
000199,3.63,1,TRUE,FALSE,TRUE,n
000200,3.97,1,FALSE,TRUE,FALSE,y
000201,3.72,2,TRUE,TRUE,TRUE,y
000202,3.33,1,FALSE,FALSE,TRUE,n
000203,3.99,1,TRUE,TRUE,FALSE,y
000204,3.85,4,TRUE,TRUE,FALSE,y
000205,3.64,0,FALSE,FALSE,FALSE,n
000206,3.9,3,TRUE,TRUE,TRUE,y
000207,3.54,1,FALSE,FALSE,FALSE,n
000208,3.6,0,FALSE,FALSE,TRUE,n
000209,3.68,3,FALSE,TRUE,TRUE,y
000210,3.35,1,TRUE,FALSE,TRUE,n
000211,3.69,1,FALSE,TRUE,FALSE,y
000212,3.97,5,TRUE,TRUE,TRUE,y
000213,3.42,0,TRUE,TRUE,TRUE,n
000214,3.92,2,TRUE,TRUE,FALSE,y
000215,3.45,1,TRUE,TRUE,FALSE,n
000216,3.89,1,FALSE,TRUE,FALSE,y
000217,3.92,1,FALSE,TRUE,TRUE,y
000218,3.49,0,FALSE,FALSE,FALSE,n
000219,3.97,2,TRUE,TRUE,TRUE,y
000220,3.75,4,FALSE,TRUE,TRUE,y
000221,3.53,0,FALSE,FALSE,TRUE,n
000222,3.5,1,TRUE,TRUE,TRUE,n
000223,3.8,3,TRUE,TRUE,TRUE,y
000224,3.68,1,FALSE,TRUE,FALSE,y
000225,3.44,1,FALSE,TRUE,FALSE,n
000226,3.61,1,FALSE,FALSE,FALSE,n
000227,3.95,1,TRUE,TRUE,TRUE,y
000228,3.86,5,FALSE,TRUE,FALSE,y
000229,3.4,0,TRUE,FALSE,TRUE,n
000230,3.58,0,TRUE,TRUE,FALSE,n
000231,3.4,0,FALSE,FALSE,TRUE,n
000232,3.43,1,TRUE,FALSE,TRUE,n
000233,3.94,4,FALSE,TRUE,TRUE,y
000234,3.69,3,FALSE,TRUE,FALSE,y
000235,3.47,0,TRUE,TRUE,TRUE,n
000236,3.61,1,TRUE,FALSE,TRUE,n
000237,3.57,0,TRUE,TRUE,TRUE,n
000238,3.75,4,TRUE,TRUE,FALSE,y
000239,3.73,5,FALSE,TRUE,FALSE,y
000240,3.32,1,FALSE,TRUE,FALSE,n
000241,3.79,3,FALSE,TRUE,FALSE,y
000242,3.54,0,FALSE,FALSE,TRUE,n
000243,3.85,2,TRUE,TRUE,TRUE,y
000244,3.35,1,FALSE,FALSE,FALSE,n
000245,3.92,1,TRUE,TRUE,FALSE,y
000246,3.59,0,FALSE,FALSE,FALSE,n
000247,3.44,1,FALSE,FALSE,FALSE,n
000248,3.36,0,FALSE,FALSE,TRUE,n
000249,3.9,5,TRUE,TRUE,TRUE,y
000250,3.35,1,TRUE,FALSE,FALSE,n
000251,3.93,1,FALSE,TRUE,TRUE,y
000252,3.4,1,FALSE,FALSE,FALSE,n
000253,3.42,0,FALSE,FALSE,TRUE,n
000254,3.89,5,FALSE,TRUE,TRUE,y
000255,3.93,4,TRUE,TRUE,FALSE,y
000256,3.91,3,TRUE,TRUE,FALSE,y
000257,3.91,5,TRUE,TRUE,TRUE,y
000258,3.32,0,TRUE,FALSE,TRUE,n
000259,3.5,1,TRUE,FALSE,TRUE,n
000260,3.62,1,FALSE,TRUE,FALSE,n
000261,3.45,1,TRUE,TRUE,TRUE,n
000262,3.96,5,TRUE,TRUE,FALSE,y
000263,3.74,2,FALSE,TRUE,FALSE,y
000264,3.95,5,TRUE,FALSE,FALSE,y
000265,3.55,0,FALSE,TRUE,FALSE,n
000266,3.58,1,TRUE,FALSE,FALSE,n
000267,3.64,0,FALSE,TRUE,FALSE,n
000268,3.46,1,TRUE,TRUE,TRUE,n
000269,3.53,1,FALSE,FALSE,TRUE,n
000270,3.67,1,FALSE,TRUE,FALSE,y
000271,3.86,1,FALSE,TRUE,FALSE,y
000272,3.86,3,TRUE,TRUE,FALSE,y
000273,3.92,1,FALSE,TRUE,FALSE,y
000274,3.47,0,TRUE,FALSE,TRUE,n
000275,3.54,0,TRUE,FALSE,FALSE,n
000276,3.51,0,FALSE,TRUE,FALSE,n
000277,3.39,1,TRUE,FALSE,TRUE,n
000278,3.64,1,TRUE,FALSE,TRUE,n
000279,3.36,1,TRUE,TRUE,FALSE,n
000280,3.98,5,FALSE,TRUE,TRUE,y
000281,3.57,1,TRUE,TRUE,FALSE,n
000282,3.38,1,TRUE,TRUE,TRUE,n
000283,3.41,0,TRUE,FALSE,TRUE,n
000284,3.82,5,FALSE,TRUE,FALSE,y
000285,3.9,3,TRUE,TRUE,FALSE,y
000286,3.46,0,FALSE,TRUE,TRUE,n
000287,3.31,1,TRUE,FALSE,FALSE,n
000288,3.47,1,TRUE,FALSE,FALSE,n
000289,3.47,1,TRUE,FALSE,FALSE,n
000290,3.52,1,TRUE,TRUE,TRUE,n
000291,3.8,3,FALSE,TRUE,TRUE,y
000292,3.7,1,TRUE,TRUE,FALSE,y
000293,3.95,4,TRUE,TRUE,FALSE,y
000294,3.53,0,FALSE,FALSE,TRUE,n
000295,3.99,4,TRUE,TRUE,TRUE,y
000296,3.99,3,FALSE,TRUE,FALSE,y
000297,3.45,0,FALSE,FALSE,FALSE,n
000298,3.49,1,FALSE,FALSE,TRUE,n
000299,3.83,4,FALSE,TRUE,FALSE,y
000300,3.35,0,FALSE,FALSE,FALSE,n
000301,3.79,3,TRUE,TRUE,FALSE,y
000302,3.47,0,FALSE,TRUE,FALSE,n
000303,3.56,0,FALSE,FALSE,FALSE,n
000304,3.88,3,TRUE,TRUE,FALSE,y
000305,3.85,4,FALSE,FALSE,TRUE,y
000306,3.69,2,FALSE,TRUE,TRUE,y
000307,3.94,3,FALSE,TRUE,FALSE,y
000308,3.79,3,TRUE,TRUE,TRUE,y
000309,3.48,0,TRUE,FALSE,TRUE,n
000310,3.48,1,FALSE,FALSE,FALSE,n
000311,3.49,0,FALSE,FALSE,TRUE,n
000312,3.55,0,TRUE,FALSE,FALSE,n
000313,3.31,0,FALSE,FALSE,TRUE,n
000314,3.75,3,TRUE,TRUE,FALSE,y
000315,3.37,1,TRUE,TRUE,FALSE,n
000316,3.54,1,FALSE,FALSE,FALSE,n
000317,3.63,0,FALSE,FALSE,TRUE,n
000318,3.94,4,FALSE,TRUE,FALSE,y
000319,3.6,0,TRUE,TRUE,FALSE,n
000320,3.57,1,TRUE,FALSE,FALSE,n
000321,3.68,2,TRUE,TRUE,TRUE,y
000322,3.36,1,TRUE,FALSE,TRUE,n
000323,3.46,0,FALSE,FALSE,TRUE,n
000324,3.89,3,TRUE,TRUE,TRUE,y
000325,3.98,4,FALSE,TRUE,FALSE,y
000326,3.73,5,TRUE,TRUE,TRUE,y
000327,3.65,4,FALSE,TRUE,TRUE,y
000328,3.8,3,TRUE,TRUE,TRUE,y
000329,3.83,1,TRUE,TRUE,TRUE,y
000330,3.74,2,TRUE,TRUE,FALSE,y
000331,3.56,1,FALSE,TRUE,FALSE,n
000332,3.34,1,TRUE,FALSE,TRUE,n
000333,3.46,1,TRUE,FALSE,FALSE,n
000334,3.66,3,FALSE,TRUE,TRUE,y
000335,3.73,4,TRUE,TRUE,TRUE,y
000336,3.5,0,FALSE,FALSE,FALSE,n
000337,3.78,5,TRUE,TRUE,FALSE,y
000338,3.95,3,TRUE,TRUE,FALSE,y
000339,3.99,3,TRUE,TRUE,FALSE,y
000340,3.95,1,TRUE,FALSE,TRUE,y
000341,3.86,5,TRUE,FALSE,TRUE,y
000342,3.78,2,TRUE,TRUE,FALSE,y
000343,3.74,5,TRUE,TRUE,FALSE,y
000344,3.56,1,TRUE,FALSE,TRUE,n
000345,3.32,0,FALSE,FALSE,FALSE,n
000346,3.97,1,FALSE,TRUE,TRUE,y
000347,3.87,5,FALSE,TRUE,TRUE,y
000348,3.54,0,TRUE,FALSE,TRUE,n
000349,3.32,1,FALSE,FALSE,FALSE,n
000350,3.58,1,TRUE,FALSE,FALSE,n
000351,3.38,0,TRUE,FALSE,TRUE,n
000352,3.45,1,TRUE,TRUE,FALSE,n
000353,3.42,1,FALSE,FALSE,FALSE,n
000354,3.88,4,FALSE,FALSE,FALSE,y
000355,3.45,0,FALSE,FALSE,FALSE,n
000356,3.44,1,TRUE,FALSE,FALSE,n
000357,3.39,1,FALSE,TRUE,FALSE,n
000358,3.79,5,TRUE,TRUE,FALSE,y
000359,3.65,1,FALSE,TRUE,FALSE,n
000360,3.67,1,FALSE,TRUE,TRUE,y
000361,3.53,0,TRUE,FALSE,FALSE,n
000362,3.32,1,TRUE,FALSE,FALSE,n
000363,3.54,1,FALSE,TRUE,TRUE,n
000364,3.34,1,TRUE,FALSE,FALSE,n
000365,3.77,4,TRUE,TRUE,FALSE,y
000366,3.71,1,TRUE,TRUE,TRUE,y
000367,3.99,2,FALSE,TRUE,FALSE,y
000368,3.65,0,FALSE,FALSE,FALSE,n
000369,3.38,0,TRUE,FALSE,TRUE,n
000370,3.34,1,TRUE,FALSE,TRUE,n
000371,3.91,1,TRUE,TRUE,FALSE,y
000372,3.75,3,TRUE,TRUE,FALSE,y
000373,3.42,1,FALSE,TRUE,TRUE,n
000374,3.83,1,TRUE,TRUE,TRUE,y
000375,3.87,2,FALSE,TRUE,TRUE,y
000376,3.37,1,TRUE,FALSE,TRUE,n
000377,3.66,1,TRUE,TRUE,FALSE,y
000378,3.6,1,TRUE,FALSE,TRUE,n
000379,3.7,4,TRUE,TRUE,FALSE,y
000380,3.99,2,TRUE,TRUE,FALSE,y
000381,3.51,1,TRUE,FALSE,FALSE,n
000382,3.45,0,TRUE,FALSE,FALSE,n
000383,3.97,4,FALSE,TRUE,FALSE,y
000384,3.48,0,TRUE,TRUE,TRUE,n
000385,3.69,1,FALSE,TRUE,FALSE,y
000386,3.82,1,FALSE,TRUE,FALSE,y
000387,3.35,1,TRUE,FALSE,FALSE,n
000388,3.68,3,FALSE,TRUE,FALSE,y
000389,3.36,1,FALSE,FALSE,TRUE,n
000390,3.84,2,TRUE,TRUE,TRUE,y
000391,3.32,0,TRUE,FALSE,FALSE,n
000392,3.94,2,TRUE,TRUE,FALSE,y
000393,3.87,4,FALSE,TRUE,TRUE,y
000394,3.86,3,TRUE,TRUE,TRUE,y
000395,3.95,1,FALSE,TRUE,FALSE,y
000396,3.37,1,FALSE,FALSE,TRUE,n
000397,3.37,0,FALSE,FALSE,FALSE,n
000398,3.7,4,TRUE,TRUE,FALSE,y
000399,3.72,5,FALSE,TRUE,TRUE,y
000400,3.71,1,FALSE,TRUE,FALSE,y
000401,3.39,1,FALSE,TRUE,FALSE,n
000402,3.49,1,TRUE,FALSE,FALSE,n
000403,3.98,3,TRUE,TRUE,FALSE,y
000404,3.65,1,FALSE,TRUE,TRUE,y
000405,3.97,5,TRUE,TRUE,FALSE,y
000406,3.59,0,TRUE,FALSE,FALSE,n
000407,3.68,2,TRUE,TRUE,TRUE,y
000408,3.98,2,FALSE,TRUE,FALSE,y
000409,3.89,1,FALSE,TRUE,FALSE,y
000410,3.43,1,TRUE,FALSE,TRUE,n
000411,3.4,0,TRUE,FALSE,TRUE,n
000412,3.9,2,TRUE,TRUE,FALSE,y
000413,3.65,1,FALSE,FALSE,FALSE,n
000414,3.72,3,TRUE,TRUE,FALSE,y
000415,3.94,5,FALSE,TRUE,TRUE,y
000416,3.4,0,FALSE,FALSE,TRUE,n
000417,3.31,1,FALSE,FALSE,TRUE,n
000418,3.61,0,TRUE,FALSE,TRUE,n
000419,3.86,5,TRUE,TRUE,TRUE,y
000420,3.58,1,FALSE,FALSE,TRUE,n
000421,3.99,5,FALSE,TRUE,FALSE,y
000422,3.99,3,TRUE,TRUE,TRUE,y
000423,3.55,0,FALSE,TRUE,TRUE,n
000424,3.46,1,TRUE,FALSE,FALSE,n
000425,3.99,3,TRUE,TRUE,TRUE,y
000426,3.59,0,FALSE,TRUE,TRUE,n
000427,3.45,1,TRUE,TRUE,TRUE,n
000428,3.8,5,TRUE,TRUE,FALSE,y
000429,3.88,5,TRUE,TRUE,TRUE,y
000430,3.38,1,TRUE,TRUE,FALSE,n
000431,3.66,3,FALSE,TRUE,FALSE,y
000432,3.41,1,FALSE,FALSE,TRUE,n
000433,3.65,0,FALSE,FALSE,TRUE,n
000434,3.76,2,FALSE,TRUE,TRUE,y
000435,3.9,1,TRUE,TRUE,TRUE,y
000436,3.87,2,TRUE,TRUE,FALSE,y
000437,3.78,4,FALSE,TRUE,TRUE,y
000438,3.37,0,TRUE,FALSE,FALSE,n
000439,3.96,1,TRUE,TRUE,FALSE,y
000440,3.92,1,FALSE,TRUE,FALSE,y
000441,3.38,0,FALSE,FALSE,TRUE,n
000442,3.52,1,FALSE,FALSE,TRUE,n
000443,3.48,0,TRUE,TRUE,TRUE,n
000444,3.39,0,FALSE,FALSE,TRUE,n
000445,3.37,1,TRUE,FALSE,FALSE,n
000446,3.32,0,TRUE,FALSE,TRUE,n
000447,3.58,1,FALSE,TRUE,TRUE,n
000448,3.5,1,FALSE,TRUE,FALSE,n
000449,3.5,1,FALSE,FALSE,TRUE,n
000450,3.98,5,FALSE,TRUE,FALSE,y
000451,3.34,1,TRUE,FALSE,FALSE,n
000452,3.36,1,TRUE,TRUE,FALSE,n
000453,3.96,3,FALSE,TRUE,FALSE,y
000454,3.49,1,TRUE,FALSE,FALSE,n
000455,3.94,5,FALSE,TRUE,FALSE,y
000456,3.35,0,FALSE,FALSE,TRUE,n
000457,3.73,2,FALSE,TRUE,FALSE,y
000458,3.43,1,TRUE,TRUE,FALSE,n
000459,3.77,4,FALSE,TRUE,TRUE,y
000460,3.4,1,FALSE,FALSE,TRUE,n
000461,3.35,1,TRUE,FALSE,TRUE,n
000462,3.84,2,TRUE,TRUE,FALSE,y
000463,3.33,0,FALSE,FALSE,TRUE,n
000464,3.89,4,FALSE,TRUE,FALSE,y
000465,3.41,1,FALSE,TRUE,TRUE,n
000466,3.52,0,TRUE,FALSE,FALSE,n
000467,3.52,1,TRUE,FALSE,FALSE,n
000468,3.39,0,FALSE,FALSE,FALSE,n
000469,3.59,0,TRUE,FALSE,FALSE,n
000470,3.5,0,FALSE,FALSE,TRUE,n
000471,3.52,0,FALSE,FALSE,TRUE,n
000472,3.65,0,TRUE,FALSE,FALSE,n
000473,3.34,1,TRUE,FALSE,FALSE,n
000474,3.82,5,FALSE,TRUE,TRUE,y
000475,3.61,0,FALSE,FALSE,TRUE,n
000476,3.62,1,FALSE,TRUE,TRUE,n
000477,3.97,2,TRUE,TRUE,FALSE,y
000478,3.63,0,TRUE,FALSE,FALSE,n
000479,3.76,2,TRUE,TRUE,FALSE,y
000480,3.87,1,FALSE,TRUE,TRUE,y
000481,3.33,1,FALSE,FALSE,FALSE,n
000482,3.69,2,FALSE,FALSE,TRUE,y
000483,3.47,1,TRUE,FALSE,FALSE,n
000484,3.41,0,TRUE,TRUE,FALSE,n
000485,3.93,3,TRUE,TRUE,TRUE,y
000486,3.81,3,TRUE,TRUE,FALSE,y
000487,3.99,5,TRUE,TRUE,FALSE,y
000488,3.5,1,TRUE,FALSE,FALSE,n
000489,3.98,4,FALSE,TRUE,TRUE,y
000490,3.96,3,TRUE,TRUE,FALSE,y
000491,3.95,4,TRUE,TRUE,TRUE,y
000492,3.43,0,FALSE,FALSE,FALSE,n
000493,3.37,1,FALSE,FALSE,TRUE,n
000494,3.53,1,TRUE,FALSE,FALSE,n
000495,3.88,2,TRUE,TRUE,TRUE,y
000496,3.57,0,TRUE,FALSE,TRUE,n
000497,3.95,2,TRUE,TRUE,TRUE,y
000498,3.51,0,FALSE,FALSE,TRUE,n
000499,3.34,0,TRUE,FALSE,FALSE,n
000500,3.76,1,FALSE,TRUE,FALSE,y
000501,3.84,1,TRUE,TRUE,FALSE,y
000502,3.92,3,TRUE,TRUE,TRUE,y
000503,3.59,1,FALSE,FALSE,TRUE,n
000504,3.32,0,TRUE,FALSE,TRUE,n
000505,3.97,4,TRUE,TRUE,TRUE,y
000506,3.87,4,FALSE,TRUE,TRUE,y
000507,3.96,4,FALSE,TRUE,TRUE,y
000508,3.72,2,FALSE,TRUE,FALSE,y
000509,3.57,1,TRUE,FALSE,FALSE,n
000510,3.43,1,FALSE,FALSE,FALSE,n
000511,3.65,0,FALSE,FALSE,FALSE,n
000512,3.56,0,FALSE,TRUE,TRUE,n
000513,3.92,2,FALSE,TRUE,TRUE,y
000514,3.6,0,FALSE,FALSE,FALSE,n
000515,3.73,1,FALSE,TRUE,FALSE,y
000516,3.43,0,FALSE,FALSE,FALSE,n
000517,3.54,0,TRUE,FALSE,FALSE,n
000518,3.89,5,TRUE,TRUE,FALSE,y
000519,3.46,0,FALSE,FALSE,FALSE,n
000520,3.68,5,FALSE,TRUE,TRUE,y
000521,3.77,3,FALSE,TRUE,FALSE,y
000522,3.34,0,FALSE,FALSE,FALSE,n
000523,3.77,5,FALSE,TRUE,TRUE,y
000524,3.54,0,FALSE,FALSE,FALSE,n
000525,3.96,1,TRUE,TRUE,FALSE,y
000526,3.8,1,TRUE,TRUE,FALSE,y
000527,3.86,4,FALSE,TRUE,FALSE,y
000528,3.45,1,TRUE,FALSE,TRUE,n
000529,3.53,0,FALSE,FALSE,FALSE,n
000530,3.54,0,FALSE,TRUE,FALSE,n
000531,3.59,1,FALSE,TRUE,TRUE,n
000532,3.96,1,FALSE,TRUE,TRUE,y
000533,3.43,0,TRUE,FALSE,TRUE,n
000534,3.51,1,TRUE,FALSE,FALSE,n
000535,3.77,4,TRUE,TRUE,FALSE,y
