"Organization","Recommendation","Work.experience","GPA","Achievement","Student.id","confidence(y)","confidence(n)","prediction(Status)"
0.0,1.0,0.0,0.7428571428571427,0.2,8061,1.0,0.0,"y"
0.0,0.0,1.0,0.985714285714286,0.8,8062,1.0,0.0,"y"
1.0,1.0,0.0,0.8857142857142857,0.8,8063,1.0,0.0,"y"
1.0,0.0,1.0,0.0,0.2,8064,0.0,1.0,"n"
1.0,1.0,1.0,0.18571428571428614,0.2,8065,0.0,1.0,"n"
0.0,1.0,0.0,0.7999999999999998,0.8,8066,1.0,0.0,"y"
0.0,1.0,1.0,0.7428571428571427,0.8,8067,1.0,0.0,"y"
1.0,1.0,0.0,0.4285714285714288,0.0,8068,0.0,1.0,"n"
0.0,1.0,0.0,0.32857142857142846,0.2,8069,0.0,1.0,"n"
0.0,0.0,1.0,0.21428571428571475,0.2,8070,0.0,1.0,"n"
1.0,0.0,0.0,0.042857142857143204,0.2,8071,0.0,1.0,"n"
1.0,0.0,0.0,0.21428571428571475,0.2,8072,0.0,1.0,"n"
0.0,0.0,1.0,0.4571428571428574,0.2,8073,0.0,1.0,"n"
1.0,1.0,0.0,0.8571428571428571,0.4,8074,1.0,0.0,"y"
1.0,1.0,1.0,0.7285714285714288,0.6,8075,1.0,0.0,"y"
1.0,1.0,0.0,0.5428571428571431,0.4,8076,1.0,0.0,"y"
1.0,0.0,0.0,0.15714285714285756,0.0,8077,0.0,1.0,"n"
0.0,0.0,1.0,0.042857142857143204,0.0,8078,0.0,1.0,"n"
0.0,0.0,0.0,0.028571428571428588,0.2,8079,0.0,1.0,"n"
0.0,1.0,1.0,0.5571428571428572,0.8,8080,1.0,0.0,"y"
0.0,0.0,0.0,0.08571428571428577,0.2,8081,0.0,1.0,"n"
1.0,1.0,1.0,0.8142857142857145,0.6,8082,1.0,0.0,"y"
1.0,0.0,1.0,0.3428571428571431,0.0,8083,0.0,1.0,"n"
0.0,0.0,0.0,0.3428571428571431,0.0,8084,0.0,1.0,"n"
0.0,0.0,1.0,0.18571428571428614,0.2,8085,0.0,1.0,"n"
0.0,0.0,0.0,0.20000000000000012,0.0,8086,0.0,1.0,"n"
1.0,1.0,0.0,0.4571428571428574,0.0,8087,0.0,1.0,"n"
1.0,1.0,0.0,0.32857142857142846,0.0,8088,0.0,1.0,"n"
0.0,1.0,0.0,0.9714285714285714,0.4,8089,1.0,0.0,"y"
0.0,1.0,1.0,0.20000000000000012,0.0,8090,0.0,1.0,"n"
1.0,0.0,1.0,0.44285714285714284,0.2,8091,0.0,1.0,"n"
1.0,0.0,1.0,0.2714285714285719,0.2,8092,0.0,1.0,"n"
1.0,1.0,1.0,0.7142857142857141,0.6,8093,1.0,0.0,"y"
0.0,0.0,1.0,0.12857142857142898,0.0,8094,0.0,1.0,"n"
0.0,1.0,1.0,0.7714285714285712,0.6,8095,1.0,0.0,"y"
1.0,1.0,0.0,0.8714285714285717,1.0,8096,1.0,0.0,"y"
1.0,0.0,0.0,0.2285714285714287,0.2,8097,0.0,1.0,"n"
0.0,1.0,0.0,0.6000000000000004,0.8,8098,1.0,0.0,"y"
0.0,1.0,1.0,0.7857142857142859,1.0,8099,1.0,0.0,"y"
0.0,1.0,1.0,0.7142857142857141,1.0,8100,1.0,0.0,"y"
1.0,0.0,0.0,0.2571428571428573,0.2,8101,0.0,1.0,"n"
1.0,1.0,1.0,0.3857142857142856,0.2,8102,0.0,1.0,"n"
0.0,0.0,0.0,0.4571428571428574,0.2,8103,0.0,1.0,"n"
1.0,1.0,1.0,0.9142857142857143,0.6,8104,1.0,0.0,"y"
1.0,1.0,1.0,0.5285714285714286,0.6,8105,1.0,0.0,"y"
0.0,1.0,1.0,0.8857142857142857,0.6,8106,1.0,0.0,"y"
0.0,1.0,0.0,0.3142857142857145,0.2,8107,0.0,1.0,"n"
0.0,1.0,1.0,0.628571428571429,0.4,8108,1.0,0.0,"y"
1.0,0.0,0.0,0.6428571428571429,1.0,8109,1.0,0.0,"y"
1.0,0.0,1.0,0.2999999999999999,0.2,8110,0.0,1.0,"n"
1.0,1.0,1.0,0.35714285714285704,0.2,8111,0.0,1.0,"n"
1.0,1.0,1.0,0.6428571428571429,0.6,8112,1.0,0.0,"y"
0.0,1.0,1.0,0.5142857142857146,0.2,8113,1.0,0.0,"y"
0.0,1.0,1.0,0.8714285714285717,0.8,8114,1.0,0.0,"y"
1.0,0.0,0.0,0.2285714285714287,0.0,8115,0.0,1.0,"n"
1.0,1.0,0.0,0.7999999999999998,0.6,8116,1.0,0.0,"y"
0.0,0.0,1.0,0.028571428571428588,0.2,8117,0.0,1.0,"n"
0.0,0.0,0.0,0.028571428571428588,0.0,8118,0.0,1.0,"n"
1.0,1.0,0.0,0.628571428571429,0.6,8119,1.0,0.0,"y"
1.0,1.0,0.0,0.042857142857143204,0.2,8120,0.0,1.0,"n"
1.0,1.0,1.0,0.7999999999999998,0.6,8121,1.0,0.0,"y"
1.0,1.0,0.0,0.40000000000000024,0.2,8122,0.0,1.0,"n"
1.0,1.0,0.0,0.2999999999999999,0.2,8123,0.0,1.0,"n"
1.0,1.0,1.0,0.6000000000000004,0.4,8124,1.0,0.0,"y"
1.0,1.0,1.0,0.6857142857142855,0.8,8125,1.0,0.0,"y"
0.0,0.0,1.0,0.44285714285714284,0.2,8126,0.0,1.0,"n"
1.0,1.0,0.0,0.32857142857142846,0.0,8127,0.0,1.0,"n"
0.0,0.0,1.0,0.20000000000000012,0.0,8128,0.0,1.0,"n"
0.0,1.0,0.0,0.24285714285714333,0.2,8129,0.0,1.0,"n"
0.0,0.0,0.0,0.17142857142857154,0.2,8130,0.0,1.0,"n"
0.0,0.0,1.0,0.37142857142857166,0.0,8131,0.0,1.0,"n"
1.0,1.0,0.0,0.9571428571428574,0.8,8132,1.0,0.0,"y"
1.0,1.0,1.0,0.9285714285714288,0.6,8133,1.0,0.0,"y"
0.0,0.0,1.0,0.15714285714285756,0.2,8134,0.0,1.0,"n"
1.0,0.0,0.0,0.2571428571428573,0.2,8135,0.0,1.0,"n"
0.0,1.0,0.0,0.8857142857142857,0.8,8136,1.0,0.0,"y"
1.0,1.0,1.0,0.3428571428571431,0.2,8137,0.0,1.0,"n"
1.0,1.0,0.0,0.028571428571428588,0.2,8138,0.0,1.0,"n"
0.0,1.0,1.0,0.2999999999999999,0.0,8139,0.0,1.0,"n"
1.0,0.0,1.0,0.07142857142857179,0.0,8140,0.0,1.0,"n"
0.0,1.0,0.0,0.5285714285714286,1.0,8141,1.0,0.0,"y"
0.0,0.0,0.0,0.042857142857143204,0.0,8142,0.0,1.0,"n"
0.0,0.0,0.0,0.21428571428571475,0.2,8143,0.0,1.0,"n"
0.0,1.0,0.0,0.6571428571428569,0.6,8144,1.0,0.0,"y"
1.0,1.0,1.0,0.9714285714285714,0.8,8145,1.0,0.0,"y"
0.0,0.0,1.0,0.14285714285714296,0.0,8146,0.0,1.0,"n"
1.0,1.0,1.0,0.6571428571428569,0.8,8147,1.0,0.0,"y"
1.0,0.0,0.0,0.2999999999999999,0.2,8148,0.0,1.0,"n"
1.0,1.0,1.0,0.8285714285714285,1.0,8149,1.0,0.0,"y"
1.0,0.0,1.0,0.3857142857142856,0.2,8150,0.0,1.0,"n"
0.0,1.0,1.0,0.32857142857142846,0.0,8151,0.0,1.0,"n"
1.0,0.0,1.0,0.2857142857142859,0.0,8152,0.0,1.0,"n"
1.0,0.0,1.0,0.08571428571428577,0.0,8153,0.0,1.0,"n"
0.0,1.0,1.0,0.7000000000000002,0.6,8154,1.0,0.0,"y"
1.0,1.0,1.0,0.2285714285714287,0.2,8155,0.0,1.0,"n"
1.0,1.0,1.0,0.2857142857142859,0.2,8156,0.0,1.0,"n"
1.0,0.0,0.0,0.20000000000000012,0.2,8157,0.0,1.0,"n"
1.0,1.0,1.0,0.32857142857142846,0.2,8158,0.0,1.0,"n"
1.0,1.0,0.0,0.9428571428571428,0.4,8159,1.0,0.0,"y"
0.0,0.0,1.0,1.0,1.0,8160,1.0,0.0,"y"
1.0,1.0,0.0,0.20000000000000012,0.2,8161,0.0,1.0,"n"
1.0,0.0,0.0,0.44285714285714284,0.0,8162,0.0,1.0,"n"
0.0,0.0,0.0,0.11428571428571435,0.0,8163,0.0,1.0,"n"
0.0,0.0,0.0,0.028571428571428588,0.0,8164,0.0,1.0,"n"
0.0,0.0,0.0,0.3428571428571431,0.2,8165,0.0,1.0,"n"
0.0,0.0,0.0,0.5,0.0,8166,0.0,1.0,"n"
1.0,1.0,0.0,0.10000000000000038,0.2,8167,0.0,1.0,"n"
0.0,1.0,1.0,0.5285714285714286,0.4,8168,1.0,0.0,"y"
1.0,0.0,1.0,0.4714285714285714,0.0,8169,0.0,1.0,"n"
1.0,0.0,0.0,0.057142857142857176,0.0,8170,0.0,1.0,"n"
0.0,1.0,1.0,0.8142857142857145,0.2,8171,1.0,0.0,"y"
0.0,0.0,0.0,0.4571428571428574,0.2,8172,0.0,1.0,"n"
0.0,0.0,1.0,0.17142857142857154,0.2,8173,0.0,1.0,"n"
1.0,1.0,0.0,0.8571428571428571,1.0,8174,1.0,0.0,"y"
0.0,1.0,1.0,0.07142857142857179,0.0,8175,0.0,1.0,"n"
1.0,0.0,1.0,0.08571428571428577,0.0,8176,0.0,1.0,"n"
1.0,0.0,0.0,0.7142857142857141,1.0,8177,1.0,0.0,"y"
1.0,1.0,0.0,0.6714285714285715,1.0,8178,1.0,0.0,"y"
1.0,1.0,1.0,0.6000000000000004,0.8,8179,1.0,0.0,"y"
1.0,0.0,0.0,0.3428571428571431,0.2,8180,0.0,1.0,"n"
1.0,0.0,0.0,0.07142857142857179,0.0,8181,0.0,1.0,"n"
0.0,1.0,0.0,0.14285714285714296,0.0,8182,0.0,1.0,"n"
0.0,1.0,1.0,0.985714285714286,0.6,8183,1.0,0.0,"y"
1.0,1.0,1.0,0.21428571428571475,0.0,8184,0.0,1.0,"n"
0.0,0.0,1.0,0.10000000000000038,0.2,8185,0.0,1.0,"n"
1.0,1.0,1.0,0.8571428571428571,0.2,8186,1.0,0.0,"y"
1.0,1.0,1.0,0.2999999999999999,0.2,8187,0.0,1.0,"n"
1.0,1.0,1.0,0.35714285714285704,0.2,8188,0.0,1.0,"n"
0.0,1.0,0.0,0.6714285714285715,0.4,8189,1.0,0.0,"y"
0.0,0.0,1.0,0.2999999999999999,0.0,8190,0.0,1.0,"n"
1.0,1.0,0.0,0.5142857142857146,0.6,8191,1.0,0.0,"y"
0.0,0.0,1.0,0.11428571428571435,0.0,8192,0.0,1.0,"n"
0.0,0.0,0.0,0.2285714285714287,0.2,8193,0.0,1.0,"n"
1.0,0.0,0.0,0.21428571428571475,0.0,8194,0.0,1.0,"n"
1.0,1.0,1.0,0.6857142857142855,0.2,8195,1.0,0.0,"y"
0.0,0.0,1.0,0.2857142857142859,0.0,8196,0.0,1.0,"n"
0.0,1.0,1.0,0.028571428571428588,0.2,8197,0.0,1.0,"n"
0.0,1.0,1.0,0.5285714285714286,0.8,8198,1.0,0.0,"y"
0.0,0.0,0.0,0.48571428571428604,0.2,8199,0.0,1.0,"n"
1.0,0.0,0.0,0.14285714285714296,0.2,8200,0.0,1.0,"n"
0.0,1.0,0.0,0.3428571428571431,0.0,8201,0.0,1.0,"n"
0.0,1.0,0.0,0.9428571428571428,0.8,8202,1.0,0.0,"y"
1.0,0.0,1.0,0.12857142857142898,0.0,8203,0.0,1.0,"n"
1.0,1.0,1.0,0.5857142857142857,0.2,8204,1.0,0.0,"y"
1.0,0.0,0.0,0.0,0.0,8205,0.0,1.0,"n"
1.0,0.0,0.0,0.41428571428571426,0.0,8206,0.0,1.0,"n"
0.0,0.0,1.0,0.4285714285714288,0.2,8207,0.0,1.0,"n"
0.0,0.0,1.0,0.9714285714285714,0.2,8208,1.0,0.0,"y"
1.0,0.0,1.0,0.17142857142857154,0.2,8209,0.0,1.0,"n"
1.0,1.0,1.0,0.6571428571428569,0.2,8210,1.0,0.0,"y"
0.0,1.0,0.0,0.9142857142857143,0.2,8211,1.0,0.0,"y"
0.0,1.0,1.0,0.6857142857142855,0.2,8212,1.0,0.0,"y"
0.0,0.0,0.0,0.07142857142857179,0.2,8213,0.0,1.0,"n"
0.0,0.0,1.0,0.042857142857143204,0.2,8214,0.0,1.0,"n"
1.0,1.0,0.0,0.8428571428571431,0.6,8215,1.0,0.0,"y"
0.0,1.0,0.0,0.628571428571429,0.2,8216,1.0,0.0,"y"
0.0,0.0,1.0,0.20000000000000012,0.0,8217,0.0,1.0,"n"
1.0,0.0,0.0,0.3857142857142856,0.0,8218,0.0,1.0,"n"
1.0,1.0,0.0,0.7999999999999998,0.2,8219,1.0,0.0,"y"
0.0,0.0,0.0,0.07142857142857179,0.0,8220,0.0,1.0,"n"
1.0,1.0,1.0,0.7999999999999998,0.2,8221,1.0,0.0,"y"
0.0,1.0,0.0,0.20000000000000012,0.0,8222,0.0,1.0,"n"
0.0,0.0,1.0,0.2571428571428573,0.0,8223,0.0,1.0,"n"
0.0,0.0,1.0,0.20000000000000012,0.0,8224,0.0,1.0,"n"
1.0,0.0,1.0,0.4285714285714288,0.0,8225,0.0,1.0,"n"
1.0,0.0,0.0,0.41428571428571426,0.2,8226,0.0,1.0,"n"
1.0,0.0,0.0,0.3428571428571431,0.2,8227,0.0,1.0,"n"
1.0,0.0,0.0,0.08571428571428577,0.2,8228,0.0,1.0,"n"
0.0,1.0,1.0,0.042857142857143204,0.2,8229,0.0,1.0,"n"
0.0,0.0,1.0,0.2571428571428573,0.0,8230,0.0,1.0,"n"
0.0,0.0,1.0,0.32857142857142846,0.2,8231,0.0,1.0,"n"
1.0,0.0,1.0,0.40000000000000024,0.2,8232,0.0,1.0,"n"
1.0,1.0,0.0,0.07142857142857179,0.0,8233,0.0,1.0,"n"
0.0,0.0,1.0,0.4571428571428574,0.2,8234,0.0,1.0,"n"
1.0,0.0,0.0,0.4285714285714288,0.2,8235,0.0,1.0,"n"
0.0,0.0,1.0,0.12857142857142898,0.2,8236,0.0,1.0,"n"
1.0,0.0,0.0,0.37142857142857166,0.2,8237,0.0,1.0,"n"
1.0,1.0,0.0,0.12857142857142898,0.2,8238,0.0,1.0,"n"
0.0,0.0,1.0,0.014285714285714611,0.0,8239,0.0,1.0,"n"
1.0,0.0,1.0,0.35714285714285704,0.0,8240,0.0,1.0,"n"
1.0,0.0,1.0,0.4571428571428574,0.0,8241,0.0,1.0,"n"
0.0,1.0,0.0,0.9714285714285714,0.8,8242,1.0,0.0,"y"
0.0,0.0,1.0,0.2285714285714287,0.0,8243,0.0,1.0,"n"
0.0,0.0,0.0,0.2999999999999999,0.2,8244,0.0,1.0,"n"
0.0,1.0,1.0,0.9428571428571428,0.8,8245,1.0,0.0,"y"
1.0,1.0,1.0,0.8571428571428571,0.8,8246,1.0,0.0,"y"
0.0,0.0,1.0,0.14285714285714296,0.0,8247,0.0,1.0,"n"
1.0,1.0,1.0,0.08571428571428577,0.0,8248,0.0,1.0,"n"
1.0,0.0,1.0,0.07142857142857179,0.0,8249,0.0,1.0,"n"
0.0,1.0,1.0,0.5571428571428572,0.2,8250,1.0,0.0,"y"
1.0,1.0,1.0,0.057142857142857176,0.2,8251,0.0,1.0,"n"
0.0,1.0,1.0,0.8285714285714285,1.0,8252,1.0,0.0,"y"
1.0,0.0,0.0,0.8571428571428571,0.2,8253,1.0,0.0,"y"
0.0,1.0,1.0,0.6428571428571429,0.4,8254,1.0,0.0,"y"
1.0,0.0,1.0,0.32857142857142846,0.2,8255,0.0,1.0,"n"
0.0,0.0,0.0,0.08571428571428577,0.2,8256,0.0,1.0,"n"
1.0,0.0,1.0,0.14285714285714296,0.2,8257,0.0,1.0,"n"
1.0,0.0,0.0,0.5142857142857146,0.2,8258,0.20000000000000157,0.7999999999999985,"n"
0.0,0.0,1.0,0.21428571428571475,0.2,8259,0.0,1.0,"n"
0.0,0.0,0.0,0.37142857142857166,0.2,8260,0.0,1.0,"n"
1.0,0.0,1.0,0.028571428571428588,0.0,8261,0.0,1.0,"n"
0.0,1.0,1.0,0.6714285714285715,0.4,8262,1.0,0.0,"y"
1.0,0.0,1.0,0.028571428571428588,0.0,8263,0.0,1.0,"n"
1.0,0.0,0.0,0.40000000000000024,0.2,8264,0.0,1.0,"n"
0.0,0.0,0.0,0.32857142857142846,0.2,8265,0.0,1.0,"n"
1.0,1.0,1.0,0.6857142857142855,0.6,8266,1.0,0.0,"y"
0.0,1.0,1.0,0.4285714285714288,0.2,8267,0.0,1.0,"n"
0.0,1.0,1.0,0.7999999999999998,0.2,8268,1.0,0.0,"y"
0.0,0.0,1.0,0.3142857142857145,0.0,8269,0.0,1.0,"n"
0.0,0.0,1.0,0.10000000000000038,0.2,8270,0.0,1.0,"n"
1.0,0.0,0.0,0.3142857142857145,0.2,8271,0.0,1.0,"n"
1.0,1.0,0.0,0.9714285714285714,1.0,8272,1.0,0.0,"y"
1.0,0.0,1.0,0.014285714285714611,0.0,8273,0.0,1.0,"n"
0.0,0.0,1.0,0.2857142857142859,0.0,8274,0.0,1.0,"n"
1.0,0.0,0.0,0.35714285714285704,0.2,8275,0.0,1.0,"n"
1.0,1.0,1.0,0.2571428571428573,0.0,8276,0.0,1.0,"n"
0.0,1.0,0.0,0.014285714285714611,0.0,8277,0.0,1.0,"n"
1.0,0.0,1.0,0.0,0.0,8278,0.0,1.0,"n"
1.0,0.0,0.0,0.3857142857142856,0.2,8279,0.0,1.0,"n"
1.0,1.0,0.0,0.2285714285714287,0.2,8280,0.0,1.0,"n"
0.0,0.0,1.0,0.2999999999999999,0.0,8281,0.0,1.0,"n"
1.0,0.0,0.0,0.2714285714285719,0.0,8282,0.0,1.0,"n"
0.0,0.0,0.0,0.4571428571428574,0.2,8283,0.0,1.0,"n"
1.0,1.0,1.0,0.8142857142857145,0.2,8284,1.0,0.0,"y"
0.0,1.0,0.0,0.8428571428571431,0.4,8285,1.0,0.0,"y"
0.0,0.0,1.0,0.20000000000000012,0.2,8286,0.0,1.0,"n"
1.0,1.0,0.0,0.985714285714286,1.0,8287,1.0,0.0,"y"
0.0,1.0,1.0,0.5142857142857146,0.2,8288,1.0,0.0,"y"
1.0,0.0,0.0,0.48571428571428604,0.0,8289,0.0,1.0,"n"
1.0,0.0,0.0,0.15714285714285756,0.2,8290,0.0,1.0,"n"
0.0,1.0,1.0,0.5,0.6,8291,1.0,0.0,"y"
1.0,0.0,0.0,0.0,0.0,8292,0.0,1.0,"n"
1.0,0.0,1.0,0.028571428571428588,0.0,8293,0.0,1.0,"n"
1.0,0.0,1.0,0.17142857142857154,0.0,8294,0.0,1.0,"n"
0.0,1.0,1.0,0.14285714285714296,0.2,8295,0.0,1.0,"n"
0.0,1.0,1.0,0.9571428571428574,0.4,8296,1.0,0.0,"y"
1.0,1.0,1.0,0.7142857142857141,0.4,8297,1.0,0.0,"y"
1.0,0.0,1.0,0.2714285714285719,0.2,8298,0.0,1.0,"n"
0.0,0.0,0.0,0.2571428571428573,0.0,8299,0.0,1.0,"n"
1.0,0.0,1.0,0.11428571428571435,0.2,8300,0.0,1.0,"n"
0.0,0.0,0.0,0.20000000000000012,0.2,8301,0.0,1.0,"n"
1.0,0.0,1.0,0.3857142857142856,0.2,8302,0.0,1.0,"n"
0.0,1.0,0.0,0.6142857142857143,1.0,8303,1.0,0.0,"y"
0.0,0.0,0.0,0.028571428571428588,0.0,8304,0.0,1.0,"n"
1.0,0.0,1.0,0.2571428571428573,0.0,8305,0.0,1.0,"n"
1.0,1.0,1.0,0.042857142857143204,0.0,8306,0.0,1.0,"n"
0.0,1.0,1.0,0.9000000000000002,0.2,8307,1.0,0.0,"y"
0.0,0.0,1.0,0.35714285714285704,0.2,8308,0.0,1.0,"n"
0.0,1.0,0.0,0.0,0.2,8309,0.0,1.0,"n"
0.0,1.0,1.0,0.9000000000000002,0.4,8310,1.0,0.0,"y"
0.0,0.0,1.0,0.5,0.2,8311,0.0,1.0,"n"
0.0,1.0,0.0,0.057142857142857176,0.0,8312,0.0,1.0,"n"
1.0,1.0,0.0,0.014285714285714611,0.2,8313,0.0,1.0,"n"
0.0,1.0,0.0,0.7857142857142859,1.0,8314,1.0,0.0,"y"
1.0,1.0,1.0,0.8857142857142857,0.6,8315,1.0,0.0,"y"
0.0,0.0,0.0,0.2714285714285719,0.0,8316,0.0,1.0,"n"
1.0,0.0,0.0,0.4714285714285714,0.0,8317,0.0,1.0,"n"
1.0,0.0,0.0,0.18571428571428614,0.0,8318,0.0,1.0,"n"
1.0,0.0,0.0,0.042857142857143204,0.0,8319,0.0,1.0,"n"
0.0,1.0,0.0,0.4571428571428574,0.0,8320,0.0,1.0,"n"
1.0,0.0,1.0,0.2285714285714287,0.2,8321,0.0,1.0,"n"
0.0,1.0,1.0,0.8285714285714285,0.2,8322,1.0,0.0,"y"
1.0,0.0,1.0,0.18571428571428614,0.0,8323,0.0,1.0,"n"
1.0,1.0,0.0,0.6428571428571429,0.8,8324,1.0,0.0,"y"
0.0,0.0,0.0,0.042857142857143204,0.0,8325,0.0,1.0,"n"
0.0,1.0,0.0,0.9142857142857143,0.8,8326,1.0,0.0,"y"
1.0,0.0,1.0,0.2857142857142859,0.0,8327,0.0,1.0,"n"
1.0,1.0,0.0,0.9571428571428574,0.6,8328,1.0,0.0,"y"
0.0,0.0,0.0,0.4285714285714288,0.2,8329,0.0,1.0,"n"
0.0,0.0,0.0,0.24285714285714333,0.2,8330,0.0,1.0,"n"
1.0,1.0,1.0,0.6571428571428569,0.6,8331,1.0,0.0,"y"
1.0,0.0,1.0,0.2857142857142859,0.0,8332,0.0,1.0,"n"
0.0,1.0,1.0,0.628571428571429,0.6,8333,1.0,0.0,"y"
1.0,0.0,1.0,0.4285714285714288,0.0,8334,0.0,1.0,"n"
0.0,0.0,0.0,0.11428571428571435,0.2,8335,0.0,1.0,"n"
1.0,0.0,1.0,0.37142857142857166,0.2,8336,0.0,1.0,"n"
0.0,1.0,0.0,0.8714285714285717,0.4,8337,1.0,0.0,"y"
1.0,1.0,0.0,0.41428571428571426,0.2,8338,0.0,1.0,"n"
0.0,0.0,0.0,0.07142857142857179,0.2,8339,0.0,1.0,"n"
0.0,0.0,1.0,0.2571428571428573,0.0,8340,0.0,1.0,"n"
0.0,1.0,1.0,0.32857142857142846,0.2,8341,0.0,1.0,"n"
1.0,0.0,0.0,0.042857142857143204,0.2,8342,0.0,1.0,"n"
0.0,1.0,0.0,0.9000000000000002,0.8,8343,1.0,0.0,"y"
1.0,0.0,0.0,0.4714285714285714,0.0,8344,0.0,1.0,"n"
1.0,1.0,1.0,0.5857142857142857,0.8,8345,1.0,0.0,"y"
0.0,0.0,0.0,0.48571428571428604,0.2,8346,0.0,1.0,"n"
0.0,1.0,1.0,0.8857142857142857,0.8,8347,1.0,0.0,"y"
1.0,0.0,0.0,0.2999999999999999,0.0,8348,0.0,1.0,"n"
